"plot","year","sowndiv","block","Abundance_AbovegroundFauna_PitfallTraps","SR_AbovegroundFauna_SuctionSample","BM_Earthworm_total","FrequencyPollinator_Total","NrPollinator_Total","Resiliance_Target_Drought","Resistance_Target_Drought","SR_AbovegroundFauna_PitfallTraps","Abundance_AbovegroundFauna_SuctionSample","ALL_C_Soil_Inorg","ALL_C_Soil_Org","ALL_N_Soil","BM_Microbe_Soil","BM_Root_Total","BulkDensity_Soil","N15_Soil","NH4_Soil_15","Nr_Larvae","SpecificRespiratoryQuotient_Soil","P_Soil","target_biomass_average","ConsumedBM_Target_DryWeight_average","Cover_BareGround_average","DF30_average","DF70_average","ETa30_average","ETa70_average","Herbivory_Target_average","inv_cover_average","inv_species_average","LAI_Total_average","Leaching_average","Nitrate_average","UF30_average","UF70_average","Water30_average","Water70_average","BasalRespiration_Soil_average","dead.biomass","rain.throughfall","mesofauna.abundance","macrofauna.abundance"
"B1A21",2008,4,1,NA,NA,23.185,NA,3,NA,-25.3,NA,NA,NA,NA,NA,658.835,460,1.371286796,NA,5.75,4,2.157464834,NA,49.205,NA,5.5,NA,NA,NA,NA,NA,NA,NA,2.5,NA,4.89,NA,NA,NA,NA,1.425,9.765,505.250716666667,27486,815.61
"B1A21",2009,4,1,NA,NA,NA,NA,NA,-12.3,-88.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,28.325,NA,14,NA,NA,NA,NA,NA,NA,NA,1.28,NA,1.24,NA,NA,NA,NA,NA,NA,527.482592592593,NA,NA
"B1A21",2010,4,1,2.35,3.444444444,NA,NA,NA,-17.95,-32.64,35.72873889,5.116666255,NA,NA,NA,997.3634497,NA,NA,NA,0.82,NA,2.696134275,NA,31.995,0.5941871825,30,NA,NA,NA,NA,1.7061420335,NA,NA,1.09,NA,2.09,NA,NA,NA,NA,2.689025781,NA,401.104,NA,NA
"B1A21",2011,4,1,NA,NA,NA,NA,NA,53.4,96.8,NA,NA,NA,NA,NA,572.154195,336.9322749,NA,NA,4.22,NA,5.299707602,0.005,111.915,0.5281905905,20,NA,NA,NA,NA,0.7527219685,NA,NA,1.51,NA,3.44,NA,NA,NA,NA,3.032249937,NA,384.706666666667,NA,NA
"B1A21",2012,4,1,NA,NA,NA,NA,NA,9.7,6.8,NA,NA,NA,NA,NA,1045.600525,NA,NA,NA,0.277,NA,2.524969139,0.0075,78.7,0.0434332395,NA,NA,NA,NA,NA,0.1011001855,NA,NA,1.075,NA,0.861,NA,NA,NA,NA,2.640109058,NA,460.386666666667,NA,NA
"B2A01",2002,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.4,10.53,1.2,NA,NA,NA,5.921666667,NA,NA,NA,NA,234.7,NA,0.5,11.3812242,11.9880581,2.235699,0.7081523,NA,NA,NA,NA,NA,NA,1.9334615,3.8253709,60.83769,146.5154,NA,NA,NA,NA,NA
"B2A01",2003,4,2,9.007936508,14.08,2.49,NA,NA,NA,NA,25.9145925,5.09908873,NA,NA,NA,744.59,NA,NA,NA,0,NA,NA,0.004304593,505.275,NA,5.75,2.71058855,1.91203145,7.0250635,1.25290265,1.736415859,1,5.5,3.795,1.301082504,0.48,0.55345925,0.8714344,59.1570466666667,133.9668,3.09,86.44,NA,NA,NA
"B2A01",2004,4,2,NA,NA,43.8,NA,NA,NA,NA,NA,NA,4.54,10.39,1.21,649.35,487.92,1.298333333,6.07,1.74,3,NA,0.012139409,776.65,NA,4.5,4.2305676,3.6496558,6.793677,1.2235177,4.083333333,19,7,4.105,39.090444624,9.24,0.486396,1.1614806,61.7432066666667,136.96925,3.26,37.74,NA,48864,368.34
"B2A01",2005,4,2,3.738095238,8.52,18.55,51,3,NA,NA,32.04799291,6.665531885,NA,NA,NA,NA,NA,NA,NA,10.61,NA,NA,0.012146743,293.73,NA,11,1.4550592,1.12194985,6.7089795,0.7696478,1.34858676,16.5,5,2.165,4.568885888,3.14,0.84615385,1.23653845,73.96404,131.12885,NA,2.58,NA,NA,NA
"B2A01",2006,4,2,NA,NA,40.675,38,6,NA,NA,NA,NA,4.46,10.25,1.18,591.7825,647.64,1.435,6.085,3.87,4,NA,0.004650364,251.825,NA,15,2.5307669,1.3746087,7.486925,1.48658055,NA,8.5,8.5,2.585,7.06983267297151,2.793553477,0.1971154,0.50830695,95.25173,134.14425,1.7275,4.77,NA,27995,605.13
"B2A01",2007,4,2,NA,NA,2.21,106,NA,NA,NA,NA,NA,NA,NA,NA,906.42,NA,NA,NA,3.72,NA,NA,0.0022368,310.7575,NA,1,7.0798288,5.8518311,7.806563,1.45345015,NA,16,9.5,4.76,22.867847024,3.23,0.18947965,0.45735295,105.19577,137.46855,2.59,9.81,NA,NA,NA
"B2A01",2008,4,2,NA,NA,29.475,NA,3,NA,37.3,NA,NA,NA,NA,NA,608.155,380,1.269162413,NA,2.36,3,2.198090218,NA,194.18,NA,30,NA,NA,NA,NA,NA,NA,NA,1.825,NA,1.13,NA,NA,NA,NA,1.325,10.725,493.496666666667,2545,1078.71
"B2A01",2009,4,2,NA,NA,NA,NA,NA,-99.9,-181,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,262.205,NA,5,NA,NA,NA,NA,NA,NA,NA,2.95,NA,1.8,NA,NA,NA,NA,NA,NA,499.890925925926,NA,NA
"B2A01",2010,4,2,2.692857143,4.777777778,NA,NA,NA,-26.48,-221.2,34.47060874,6.557026786,NA,NA,NA,894.8585603,NA,NA,NA,0.97,NA,3.808597707,NA,225.61,2.845806747,15,NA,NA,NA,NA,1.759745795,NA,NA,3.43,NA,3.03,NA,NA,NA,NA,3.408156261,NA,398.896666666667,NA,NA
"B2A01",2011,4,2,NA,NA,NA,NA,NA,219.2,181.4,NA,NA,NA,NA,NA,1004.788235,271.5552106,NA,NA,2.86,NA,2.784739627,0.00375,159.9925,1.5222022115,35,NA,NA,NA,NA,1.71006833,NA,NA,3.06,NA,1.77,NA,NA,NA,NA,2.798073615,NA,378.084666666667,NA,NA
"B2A01",2012,4,2,NA,NA,NA,NA,NA,29.9,40.3,NA,NA,NA,NA,NA,1042.854839,NA,NA,NA,0.573,NA,3.227071744,0.004,263.91,3.6094687825,NA,NA,NA,NA,NA,2.3366095915,NA,NA,3.17,NA,1.173,NA,NA,NA,NA,3.365367384,NA,442.097333333333,NA,NA
"B2A02",2002,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.01,10.7,1.23,NA,NA,NA,5.706666667,NA,NA,NA,NA,193.6,NA,4,10.8678539,11.4164593,2.511761,0.3710221,NA,NA,NA,NA,NA,NA,1.69615385,3.0542429,60.750575,133.8692,NA,NA,NA,NA,NA
"B2A02",2003,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,909.09,761.87,NA,NA,0,NA,NA,0.001781691,282.25,NA,12,2.2734391,1.8778273,7.4216575,0.68961685,0.080112288,1,3.5,0.955,0,0,0.503214815,0.6938866,59.67757,124.3333,3.54,34.675,NA,NA,NA
"B2A02",2004,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.43,9.58,1.12,478.36,682.76,1.28,5.865,8.85,0,NA,0.006641193,491,NA,20,3.71334485,3.5788145,7.1821465,0.62785055,0.6083333335,3.5,7,1.52,31.266363637,8.42,0.351467235,0.8673658,62.07718,126.6173,2.62,12.215,NA,55990,131.55
"B2A02",2005,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.85,NA,NA,0.007121053,113.575,NA,32.5,1.2263559,1.07733445,6.8596055,0.4778676,11.92039684,3,9,1.06,4.623361743,3.77,0.772692305,1.06884615,74.661535,122.20385,NA,4.34,NA,NA,NA
"B2A02",2006,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.05,9.51,1.09,665.29,837.64,1.416666667,5.936666667,4.63,0,NA,0.004187375,165.2,NA,20,1.980486,1.4177716,8.0470145,0.79745545,NA,7.75,15,1.365,14.9669759129815,7.557223789,0.179230765,0.39858725,94.716155,124.475,2.275,8.99,NA,42756,0
"B2A02",2007,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,955.78,NA,NA,NA,3.76,NA,NA,0.0036715,275.15,NA,22.5,6.3710897,5.8325425,8.480607,0.7277824,NA,12,20,2.085,20.260065246,3.18,0.153506785,0.3740768,104.046155,126.9897,4.07,15.99,NA,NA,NA
"B2A02",2008,2,2,NA,NA,NA,NA,NA,NA,-4.5,NA,NA,NA,NA,NA,700.92,643,1.366190384,NA,2.26,2,2.318673891,NA,161.8,NA,4.5,NA,NA,NA,NA,NA,NA,NA,1.515,NA,0.8,NA,NA,NA,NA,1.53,14.085,497.123,11707,473.58
"B2A02",2009,2,2,NA,NA,NA,NA,NA,0.7,59.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,138.3,NA,2.5,NA,NA,NA,NA,NA,NA,NA,1.47,NA,0.66,NA,NA,NA,NA,NA,NA,526.22125925926,NA,NA
"B2A02",2010,2,2,2.771428571,4,NA,NA,NA,58,-110,37.41989953,5.51985827,NA,NA,NA,969.309997,NA,NA,NA,0.7,NA,4.10937253,NA,114.225,1.07377493,35,NA,NA,NA,NA,2.4699266545,NA,NA,0.74,NA,1.61,NA,NA,NA,NA,3.983255875,NA,422.546666666667,NA,NA
"B2A02",2011,2,2,NA,NA,NA,NA,NA,85.7,45.5,NA,NA,NA,NA,NA,900.7282209,668.113372,NA,NA,1.45,NA,2.967946181,0.0045,75.18,1.558449461,20,NA,NA,NA,NA,1.035060146,NA,NA,0.82,NA,0.4,NA,NA,NA,NA,2.673312883,NA,401.419333333333,NA,NA
"B2A02",2012,2,2,NA,NA,NA,NA,NA,5.2,4.6,NA,NA,NA,NA,NA,1109.344636,NA,NA,NA,0,NA,5.255982492,0.003,91.755,11.382637291,NA,NA,NA,NA,NA,7.2478948325,NA,NA,1.11,NA,0.584,NA,NA,NA,NA,5.830695986,NA,434.529333333333,NA,NA
"B2A04",2002,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.16,10.4,1.16,NA,NA,NA,6.06,NA,NA,NA,NA,117.3,NA,93,11.4035137,12.2197032,2.358409,0.5381491,NA,NA,NA,NA,NA,NA,2.0784615,4.0289541,63.404425,149.3692,NA,NA,NA,NA,NA
"B2A04",2003,1,2,6.857142857,7.64,0,NA,NA,NA,NA,30.42305664,4.990009492,NA,NA,NA,660.18,330.38,NA,NA,0,NA,NA,0.05421132,52.05,NA,64,2.4318553,1.93630935,7.3240855,1.01520105,0.574834482,15,13.5,1.73,4.742117835,1.95,0.58002965,0.9586477,62.31177,136.4454,4.15,32.175,NA,NA,NA
"B2A04",2004,1,2,NA,NA,19.54,NA,NA,NA,NA,NA,NA,5.2,9.85,1.13,708.88,380.69,1.333333333,6.355,0.15,1,NA,0.039084723,240.85,NA,29,3.973526,3.6963397,7.137585,0.94116095,2.491666667,20,12,2.355,2.86093872,0.72,0.5787037,1.2755131,65.05872,139.5481,4.15,81.625,NA,0,105.24
"B2A04",2005,1,2,4.476190476,5.72,10.415,2,1,NA,NA,34.21133556,6.570977895,NA,NA,NA,NA,NA,NA,NA,10.99,NA,NA,0.080098684,108.875,NA,28,1.3611258,1.1437572,6.8561815,0.6635225,2.2705882,14,9,1.93,4.586993946,3.37,0.8961538,1.2980769,78.3375,133.5,NA,16.06,NA,NA,NA
"B2A04",2006,1,2,NA,NA,17.995,4,2,NA,NA,NA,NA,5.24,9.65,1.1,520.23,1174.86,1.38,6.316666667,1.01,2,NA,0.0720856,61.45,NA,20,2.20714555,1.39405385,7.804393,1.19069505,NA,15.75,12,2.68,NA,NA,0.20576925,0.5602956,100.349035,136.6346,1.2525,6.375,NA,25959,236.79
"B2A04",2007,1,2,NA,NA,7.53,8,NA,NA,NA,NA,NA,NA,NA,NA,779.74,NA,NA,NA,0.73,NA,NA,0.004515,51.725,NA,20,6.6878898,5.90165705,8.217416,1.03440585,NA,48.5,20,1.87,17.254755684,2.58,0.20893665,0.50054865,110.64914,140.03325,2.32,5.66,NA,NA,NA
"B2A04",2008,1,2,NA,NA,48.98,NA,3,NA,3.1,NA,NA,NA,NA,NA,410.745,749,1.34123028,NA,0.53,3,2.321377835,NA,17.1,NA,34,NA,NA,NA,NA,NA,NA,NA,2.04,NA,0.58,NA,NA,NA,NA,0.96,9.44,505.006333333333,0,78.93
"B2A04",2009,1,2,NA,NA,NA,NA,NA,NA,-7.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,27.7,NA,61.5,NA,NA,NA,NA,NA,NA,NA,1.35,NA,1.44,NA,NA,NA,NA,NA,NA,503.99025925926,NA,NA
"B2A04",2010,1,2,2.407142857,3,NA,NA,NA,-91,-281,37.28907465,5.364414265,NA,NA,NA,418.4649712,NA,NA,NA,0.94,NA,3.146050781,NA,191.5,0.7371993155,50,NA,NA,NA,NA,0.496665212,NA,NA,0.99,NA,1.96,NA,NA,NA,NA,1.316512049,NA,431.060666666667,NA,NA
"B2A04",2011,1,2,NA,NA,NA,NA,NA,0,7.8,NA,NA,NA,NA,NA,412.7605694,194.4679656,NA,NA,1.25,NA,6.678628389,NA,143,1.590129685,50,NA,NA,NA,NA,1,NA,NA,1.265,NA,0.46,NA,NA,NA,NA,2.756674456,NA,344.344,NA,NA
"B2A04",2012,1,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,778.9371555,NA,NA,NA,1,NA,3.24378655,NA,78.69,0.8013276895,NA,NA,NA,NA,NA,0.48,NA,NA,0.725,NA,1.586,NA,NA,NA,NA,2.526705868,NA,435.790666666667,NA,NA
"B2A05",2002,1,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.65,11.78,1.27,NA,NA,NA,6.448333333,NA,NA,NA,NA,168,NA,45,12.0295762,12.7938309,2.161578,0.8027505,NA,NA,NA,NA,NA,NA,2.5103846,4.7620051,66.07577,149.9538,NA,NA,NA,NA,NA
"B2A05",2003,1,2,5.007936508,20.2,2.16,NA,NA,NA,NA,25.80502964,4.04661331,NA,NA,NA,595.24,388.65,NA,NA,0,NA,NA,0.036729019,328.375,NA,27.5,3.07947305,2.0167447,6.7579345,1.7113364,0.296600331,2,4.5,1.85,2.0016574825,0.65,0.67534815,1.16173395,63.5816966666667,135.18145,2.77,49.875,NA,NA,NA
"B2A05",2004,1,2,NA,NA,16.76,NA,NA,NA,NA,NA,NA,6.13,11.52,1.26,598.49,240.99,NA,6.67,0.36,0,NA,0.038887564,722.65,NA,25,4.80476785,3.8457227,6.523765,1.71105195,1.75,3.5,7.5,2.455,8.6966298085,1.81,0.8082194,1.59826035,66.4387166666667,138.7154,2.75,36.7,NA,75841,131.55
"B2A05",2005,1,2,3.182539683,4.76,13.245,NA,NA,NA,NA,36.30358767,6.294455728,NA,NA,NA,NA,NA,NA,NA,2.52,NA,NA,0.043663743,63.475,NA,50,1.7875553,1.24760335,6.5791755,1.0448561,4.1543027,5,15,1.09,6.041936914,3.38,1.0378846,1.4889426,80.35,131.83075,NA,11.315,NA,NA,NA
"B2A05",2006,1,2,NA,NA,36.905,NA,NA,NA,NA,NA,NA,6.04,11.46,1.23,629.25,390.55,1.371666667,6.638333333,3.2,5,NA,0.017402625,161.125,NA,25,2.8089675,1.50545845,7.1929555,1.77235035,NA,22.5,14,2.075,17.3472483179766,6.175667151,0.22884615,0.67461055,104.09269,135.4019,1.6925,12.99,NA,9162,736.68
"B2A05",2007,1,2,NA,NA,12.66,NA,NA,NA,NA,NA,NA,NA,NA,NA,869.37,NA,NA,NA,0.55,NA,NA,0.00695175,199.775,NA,15,7.512501,6.0209465,7.434671,1.7575047,NA,50,16.5,2.16,25.46737839,3.39,0.25169685,0.56617645,115.15733,139.28735,2.26,15.25,NA,NA,NA
"B2A05",2008,1,2,NA,NA,23.125,NA,NA,NA,22.1,NA,NA,NA,NA,NA,585.84,237,1.281725334,NA,1.23,3,1.901933492,NA,111.75,NA,15,NA,NA,NA,NA,NA,NA,NA,2.38,NA,2.56,NA,NA,NA,NA,1.12,21.68,522.034333333333,0,631.44
"B2A05",2009,1,2,NA,NA,NA,NA,NA,NA,-68.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,68.45,NA,24,NA,NA,NA,NA,NA,NA,NA,2.845,NA,1.75,NA,NA,NA,NA,NA,NA,504.305592592593,NA,NA
"B2A05",2010,1,2,1.907142857,2.222222222,NA,NA,NA,36.4,22.9,34.90426057,5.251321743,NA,NA,NA,728.7220217,NA,NA,NA,0.56,NA,2.649853801,NA,58.25,0.1037790005,50,NA,NA,NA,NA,1.1825800485,NA,NA,0.84,NA,3.38,NA,NA,NA,NA,1.931006819,NA,423.335,NA,NA
"B2A05",2011,1,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,775.8266946,329.6219313,NA,NA,1.39,NA,2.641547049,NA,99.25,0.064771627,40,NA,NA,NA,NA,0.31,NA,NA,1.72,NA,0.41,NA,NA,NA,NA,2.049382716,NA,361.372,NA,NA
"B2A05",2012,1,2,NA,NA,NA,NA,NA,0,0,NA,NA,NA,NA,NA,1009.466077,NA,NA,NA,6.792,NA,2.376910017,0.005,22.52,0.0631372585,NA,NA,NA,NA,NA,0.57,NA,NA,0.79,NA,7.389,NA,NA,NA,NA,2.399410029,NA,442.412666666667,NA,NA
"B2A06",2002,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.03,12.48,1.34,NA,NA,NA,6.92,NA,NA,NA,NA,389.4,NA,1,12.707643,14.3481367,2.135434,0.8965648,NA,NA,NA,NA,NA,NA,3.1584615,6.6878281,67.92423,168.5346,NA,NA,NA,NA,NA
"B2A06",2003,4,2,10.62698413,10.76,NA,NA,NA,NA,NA,28.52986467,6.130981882,NA,NA,NA,1088.75,327.55,NA,NA,0,NA,NA,0.02155243,215.775,NA,13,3.323743,2.31739405,6.6659755,2.06102065,0.7817281235,3,4.5,2.77,1.36273463,0.41,0.85085925,1.6716051,65.6437633333333,147.06475,5.05,108.5,NA,NA,NA
"B2A06",2004,4,2,NA,NA,34.67,NA,NA,NA,NA,NA,NA,7.3,12.08,1.31,575.76,945.56,1.3,6.736666667,0.56,2,NA,0.009588906,161.55,NA,16,5.183606,4.258293,6.52482,2.05160275,3.066666667,2,3,2.505,18.4018013,3.55,1.20346865,2.38445935,68.2261533333333,152.2096,3.7,47.075,NA,21378,394.65
"B2A06",2005,4,2,5.753968254,7.36,16.01,0,0,NA,NA,34.0901241,6.784146366,NA,NA,NA,NA,NA,NA,NA,2.32,NA,NA,0.056563158,142.56,NA,3.5,2.0963715,1.42602415,6.514782,1.4094051,1.14251439,6.5,6.5,2.785,5.28285618,2.52,1.27076925,1.93290395,80.848845,142.20575,NA,20.91,NA,NA,NA
"B2A06",2006,4,2,NA,NA,35.73,0,2,NA,NA,NA,NA,7.27,12.44,1.33,854.225,562.86,1.39,6.616666667,5.51,6,NA,0.032024167,456.95,NA,2.5,3.0564365,1.79449535,6.928179,2.17733035,NA,10,8,4.635,20.8055917862359,6.807140206,0.27115385,1.15192795,107.271155,147.3827,2.3,31.94,NA,17815,920.85
"B2A06",2007,4,2,NA,NA,7.09,13,NA,NA,NA,NA,NA,NA,NA,NA,1106.12,NA,NA,NA,0.74,NA,NA,0.002812,377.4275,NA,13.5,7.793598,6.3394957,7.308065,1.97290915,NA,26,10.5,3.67,43.6441488,5.6,0.40652715,0.99807155,119.62724,153.0569,2.86,12.605,NA,NA,NA
"B2A06",2008,4,2,NA,NA,40.565,NA,2,NA,-30.2,NA,NA,NA,NA,NA,766,519,1.281639377,NA,2.3,3,1.899313726,NA,252.315,NA,13.5,NA,NA,NA,NA,NA,NA,NA,2.895,NA,1.97,NA,NA,NA,NA,1.435,25.875,488.293666666667,40720,552.51
"B2A06",2009,4,2,NA,NA,NA,NA,NA,-392.2,-62.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.03,NA,NA,NA,195.3,NA,8.5,NA,NA,NA,NA,NA,NA,NA,3.69,NA,1.85,NA,NA,NA,NA,NA,NA,516.603592592593,NA,NA
"B2A06",2010,4,2,3.457142857,4.777777778,NA,NA,NA,-15.4,-82.25,35.58598088,5.857504994,NA,NA,NA,997.2832262,NA,NA,NA,0.71,NA,2.495930548,NA,173.685,6.142984991,15,NA,NA,NA,NA,4.077460158,NA,NA,1.19,NA,4.28,NA,NA,NA,NA,2.489149669,NA,410.564,NA,NA
"B2A06",2011,4,2,NA,NA,NA,NA,NA,104.9,54.3,NA,NA,NA,NA,NA,1295,138.3760718,NA,NA,2.97,NA,4.077761972,0.001,110.3775,1.967673523,10,NA,NA,NA,NA,1.320042992,NA,NA,2.965,NA,2.22,NA,NA,NA,NA,5.280701754,NA,413.402,NA,NA
"B2A06",2012,4,2,NA,NA,NA,NA,NA,5.4,4.2,NA,NA,NA,NA,NA,1335.66408,NA,NA,NA,1.144,NA,1.789012004,0.007,88.97,2.524417382,NA,NA,NA,NA,NA,3.201914295,NA,NA,2.615,NA,1.735,NA,NA,NA,NA,2.389519071,NA,432.322,NA,NA
"B2A08",2002,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.49,13.72,1.45,NA,NA,NA,6.473333333,NA,NA,NA,NA,24.3,NA,97,12.721917,13.8621696,2.252313,0.7380292,NA,NA,NA,NA,NA,NA,3.2911538,5.9502045,66.071925,146.1577,NA,NA,NA,NA,NA
"B2A08",2003,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,738.1,177.75,NA,NA,0,NA,NA,0.019412247,12.5,NA,82.5,3.1240555,2.28737025,6.9076035,1.6488518,1.126388341,55,16,0.49,19.86899298,6.36,0.89695555,1.5248996,60.84151,129.1943,4.07,5.515,NA,NA,NA
"B2A08",2004,2,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.68,12.67,1.38,646.11,2503.63,NA,6.561666667,1.12,1,NA,0.007075509,63.7,NA,53.5,4.9408775,4.2063704,6.850996,1.61233055,0.65,55,18.5,2.305,1.48226325,0.3,1.28965095,2.20914145,63.7775633333333,133.25575,2.77,43.515,NA,30540,105.24
"B2A08",2005,2,2,NA,NA,NA,9,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.12,NA,NA,0.007486842,58.75,NA,25,1.9454545,1.43650925,6.7168535,1.0916372,2.0377358,20,10,0.935,5.622363505,2.89,1.32,1.8430769,73.812885,125.3519,NA,4.07,NA,NA,NA
"B2A08",2006,2,2,NA,NA,NA,0,2,NA,NA,NA,NA,6.46,12.94,1.38,706.1675,NA,1.338333333,6.575,0.69,1,NA,0.004875,72.5,NA,11,2.8209385,1.80313265,7.1704075,1.77713725,NA,21,6.5,2.72,18.2794651055542,6.479923297,0.29134615,1.02375435,100.810195,129.4404,1.8525,15.74,NA,19851,78.93
"B2A08",2007,2,2,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,1107.27,NA,NA,NA,2.02,NA,NA,0.001481,101.9,NA,5.5,7.5145185,6.34794655,7.6236265,1.59483285,NA,38.75,16.5,1.995,25.24878216,3.36,0.4413122,0.92715235,113.45422,133.9248,2.73,9.965,NA,NA,NA
"B2A08",2008,2,2,NA,NA,NA,NA,1,NA,5.8,NA,NA,NA,NA,NA,770.58,319,1.24301729,NA,1.57,3,1.536936572,NA,145.97,NA,24,NA,NA,NA,NA,NA,NA,NA,2.25,NA,1.54,NA,NA,NA,NA,1.175,11.68,474.103666666667,11198,394.65
"B2A08",2009,2,2,NA,NA,NA,NA,NA,116.1,-36.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.63,NA,NA,0.001,124.97,NA,8.5,NA,NA,NA,NA,NA,NA,NA,1.615,NA,3.02,NA,NA,NA,NA,NA,NA,514.39625925926,NA,NA
"B2A08",2010,2,2,3.592857143,5.444444444,NA,NA,NA,5.93,-118.89,30.03908894,3.761710777,NA,NA,NA,1112.934896,NA,NA,NA,0.33,NA,2.945555771,NA,123.285,2.045140093,15,NA,NA,NA,NA,1.576824707,NA,NA,3.18,NA,2.95,NA,NA,NA,NA,3.278211806,NA,406.78,NA,NA
"B2A08",2011,2,2,NA,NA,NA,NA,NA,115,63.1,NA,NA,NA,NA,NA,1160.449235,536.9436145,NA,NA,2.79,NA,2.844024123,NA,163,3.5029779045,10,NA,NA,NA,NA,2.05,NA,NA,2.27,NA,1.68,NA,NA,NA,NA,3.300345618,NA,414.032666666667,NA,NA
"B2A08",2012,2,2,NA,NA,NA,NA,NA,6,2.2,NA,NA,NA,NA,NA,1287.830812,NA,NA,NA,0.511,NA,2.704559114,0.0045,74.6775,0.174168019,NA,NA,NA,NA,NA,0.185,NA,NA,1.05,NA,1.097,NA,NA,NA,NA,3.483014559,NA,429.484,NA,NA
"B2A09",2002,4,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.95,13.51,1.45,NA,NA,NA,5.968333333,NA,NA,NA,NA,NA,NA,9,11.6591022,15.2694467,2.473205,0.3543001,NA,NA,NA,NA,NA,NA,2.4480769,7.801183,61.88173,171.3308,NA,NA,NA,NA,NA
"B2A09",2003,4,2,7.53968254,12.04,5.6,NA,NA,NA,NA,28.59401514,5.986398701,NA,NA,NA,720.78,543.11,NA,NA,0,NA,NA,0.067353676,209.425,NA,41,2.30234275,2.75163715,7.5189015,1.0617992,1.7500908145,0.5,5.5,1.285,1.703733635,0.74,0.6582222,1.842649,58.4594133333333,141.30495,2.52,70.75,NA,NA,NA
"B2A09",2004,4,2,NA,NA,19.58666667,NA,NA,NA,NA,NA,NA,7.32,13,1.46,700.47,2214.18,NA,5.948333333,0.87,1,NA,0.018909097,256.4,NA,26,3.925589,4.53705205,7.3718825,0.99370865,2.1166666665,6.5,16,1.445,0.27479123,0.07,0.77450855,2.454253,61.1975633333333,148.5077,3.34,42.475,NA,13234,289.41
"B2A09",2005,4,2,4.03968254,11.36,9.27,0,0,NA,NA,33.45115911,5.931235408,NA,NA,NA,NA,NA,NA,NA,13,NA,NA,0.009761905,30.4,NA,30,1.35851425,1.66813535,6.981486,0.84653065,7.9278254,5,7.5,0.33,10.5013151525,7.73,1.01134615,2.061729,71.7525,134.5173,NA,6.965,NA,NA,NA
"B2A09",2006,4,2,NA,NA,24.75,0,0,NA,NA,NA,NA,7.35,12.75,1.38,921.675,505.03,1.378333333,6.036666667,0.78,1,NA,0.007039636,50.9,NA,22.5,2.02538755,2.10508505,7.9707665,1.20740915,NA,21,16,1.535,19.3708801935706,9.564036371,0.22673075,1.4657605,95.30269,141.72885,2.16,3.055,NA,13743,105.24
"B2A09",2007,4,2,NA,NA,9.66,0,NA,NA,NA,NA,NA,NA,NA,NA,1160.95,NA,NA,NA,1.05,NA,NA,0.0073965,135.17,NA,10.5,6.46504735,6.61646635,8.4808125,0.9402755,NA,39.5,15,1.23,17.7788802125,2.75,0.24977375,1.4435045,106.35976,149.6837,2.39,10.85,NA,NA,NA
"B2A09",2008,4,2,NA,NA,30.11,NA,0,NA,15.8,NA,NA,NA,NA,NA,930.585,446,1.249212722,NA,2.23,2,1.820421888,NA,168.2,NA,15,NA,NA,NA,NA,NA,NA,NA,2.84,NA,1.62,NA,NA,NA,NA,1.7,13.29,529.444666666667,21378,394.65
"B2A09",2009,4,2,NA,NA,NA,NA,NA,89.7,-48.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,131.645,NA,9,NA,NA,NA,NA,NA,NA,NA,1.36,NA,0.65,NA,NA,NA,NA,NA,NA,514.250720797722,NA,NA
